"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"Quán Phở Đức","4.1","25","876/7 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20%C4%90%E1%BB%A9c&query_place_id=ChIJIVFPis0udTERKYzod8284T8"
"Phở Loan","5","4","525/63 Huỳnh Văn Bánh","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,"+84 773 663 160","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Loan&query_place_id=ChIJp-0-NgAvdTER6N2zJ2Agwa0"
"Cơm tấm-bún thịt nướng Nguyên Hà","5","2","219/9/6 Đ. Đỗ Thị Lời","Thành phố Hồ Chí Minh","Quận 3, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m-b%C3%BAn%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng%20Nguy%C3%AAn%20H%C3%A0&query_place_id=ChIJg5kxDgAvdTER4ygWI9ZVN5A"
"Cơm Tấm Như Ý Quận 10","5","1","104 Đ. Hồ Bá Kiện","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 932 601 095","Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Nh%C6%B0%20%C3%9D%20Qu%E1%BA%ADn%2010&query_place_id=ChIJIxxvNAAvdTERMlx2Io0a_14"
"CƠM TẤM NGON 3 MIỀN","2.6","15","299 Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Quận 11, Thành phố Hồ Chí Minh","VN",,"+84 931 873 118","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A0M%20T%E1%BA%A4M%20NGON%203%20MI%E1%BB%80N&query_place_id=ChIJ_dqGgHgvdTERhI02iEQdEpg"
"Quán Cơm Tấm Hậu Giang","4","1","529A Đ. Âu Cơ","Thành phố Hồ Chí Minh","Tân Phú, Thành phố Hồ Chí Minh","VN",,"+84 989 996 800","Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20T%E1%BA%A5m%20H%E1%BA%ADu%20Giang&query_place_id=ChIJMdvVebAudTERzyQ6EcTYwHI"
"Cơm Tấm Nguyên Giang","5","2","489A/23/9 Huỳnh Văn Bánh","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,"+84 28 3990 5977","Nhà hàng chuyên phục vụ bữa sáng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Nguy%C3%AAn%20Giang&query_place_id=ChIJA6Mi79svdTERXsrnk5MWA8Y"
"Cơm tấm Khâu Nhục","4.4","9","539a Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20Kh%C3%A2u%20Nh%E1%BB%A5c&query_place_id=ChIJafDMqmIvdTER_oEB2eIoi-s"
"Cơm Tấm Đêm 128 Hồ Bá Kiện","4.3","3","128 Đ. Hồ Bá Kiện","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20%C4%90%C3%AAm%20128%20H%E1%BB%93%20B%C3%A1%20Ki%E1%BB%87n&query_place_id=ChIJCwGMUgAvdTERfo4A-NtYuQU"
"Cơm tấm","5","2","342 Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m&query_place_id=ChIJi8SdBAAvdTERD6HWdRaktgo"
"Cơm Tấm Bo","5","2","145 Phạm Phú Thứ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 902 984 144","Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Bo&query_place_id=ChIJAa5yE7MudTERP61BxFEPdOA"
"Cơm tấm- Bún thịt nướng","5","2","1 Đ. Bửu Long","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m-%20B%C3%BAn%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng&query_place_id=ChIJj0eRemgvdTERmFj4oItVj_w"
"cơm tấm tiên 571","5","2","571 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 906 313 573","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=c%C6%A1m%20t%E1%BA%A5m%20ti%C3%AAn%20571&query_place_id=ChIJ61bbZe0vdTERllUDxqpClYc"
"Cơm tấm Hương","5","3","51/10 Hưng Hoá","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20H%C6%B0%C6%A1ng&query_place_id=ChIJNRV1FAAvdTERmkMUENmTgPI"
"Cơm tấm Tí Mập","4.1","12","35 Số 6","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://r.grab.com/g/6-20240831_100515_8dc0f4146a037f52_MEXMPS-5-C2UZL65TKF62TJ","+84 903 100 540","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20T%C3%AD%20M%E1%BA%ADp&query_place_id=ChIJ9fHlwu4vdTERxxgy6b2CyII"
"Cơm Tấm Thanh","3.1","16","563 Lạc Long Quân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 702 734 312","Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Thanh&query_place_id=ChIJc9LbMAwvdTER4P6b_4hFadI"
"Cơm tấm 273","4","6","273 Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20273&query_place_id=ChIJKVeuQhcvdTER_WLYzT4-DO0"
"Cơm tấm Vân","5","1","4Bis/22 Hẻm Phú Lộc KP7","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng chuyên phục vụ bữa sáng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20V%C3%A2n&query_place_id=ChIJoyXqMQAvdTER7AnOt3-ShaM"
"Bún Cá Rô - Phở 97 🇻🇳","4.3","11","Chung Cư, 012 Lô E, Đường số 1 Bàu Cát 2","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 566 978 888","Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20R%C3%B4%20-%20Ph%E1%BB%9F%2097%20%F0%9F%87%BB%F0%9F%87%B3&query_place_id=ChIJsdRTXcQvdTERWs7FNPkQ7qE"
"Phở Cường","5","3","159/19a Phạm Văn Hai","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán mì","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20C%C6%B0%E1%BB%9Dng&query_place_id=ChIJRWjJPgAvdTERV-dePKRD4V8"
"Quán Phở 162","4","2","162 Đ. Hồ Bá Kiện","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20162&query_place_id=ChIJfxCZs9EudTERTtzhoEKxUj0"
"Quán Phở Tàu Thủy","5","3","QJMW+FCX, Hẻm 147 Ni Sư Huỳnh Liên","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20T%C3%A0u%20Th%E1%BB%A7y&query_place_id=ChIJF9Xa1rAudTERfJNql8loh3E"
"Phở Thảo Chợ Đêm Phạm Văn Hai","5","1","128B Phạm Văn Hai","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Th%E1%BA%A3o%20Ch%E1%BB%A3%20%C4%90%C3%AAm%20Ph%E1%BA%A1m%20V%C4%83n%20Hai&query_place_id=ChIJrbdU8DIpdTERIKrbQGljcHw"
"Phở Như","5","4","174 Đ. Đặng Văn Ngữ","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Nh%C6%B0&query_place_id=ChIJLZoHEgApdTER1OMU93Obx50"
"Phở ÔNG GIÀ","3.2","5","QMR6+GPJ, Hẻm 202","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 932 642 753","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20%C3%94NG%20GI%C3%80&query_place_id=ChIJA7UkD2kpdTERHSJ2S7N3DUA"
"Phở Bằng","4.5","2","264 Ni Sư Huỳnh Liên","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%E1%BA%B1ng&query_place_id=ChIJbWRNJwAvdTERnKHAZ75ElfQ"
"Phở Thuận","3.4","14","491/173 Huỳnh Văn Bánh","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Thu%E1%BA%ADn&query_place_id=ChIJifhGPGcvdTERtxzjEZoDcnE"
"Quán Hủ Tiếu - Phở Sa Đéc","5","1","262 Võ Thành Trang","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20H%E1%BB%A7%20Ti%E1%BA%BFu%20-%20Ph%E1%BB%9F%20Sa%20%C4%90%C3%A9c&query_place_id=ChIJtwyTydovdTERy_Ul9dVcBik"
"Quán Phở Hoàng Phúc","1","1","242 Đ. Bàu Cát","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Ph%E1%BB%9F%20Ho%C3%A0ng%20Ph%C3%BAc&query_place_id=ChIJufHnOLMudTERLqxUtCDSq8k"
"Phở Minh",,,"QJMV+HH5, Đ. Âu Cơ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 948 460 085","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Minh&query_place_id=ChIJN-q4YwAvdTERWg3aLTVyks8"
"Phở Đông Hồ","2.5","2","86 Đ. Đông Hồ","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20%C4%90%C3%B4ng%20H%E1%BB%93&query_place_id=ChIJmd8bIQAvdTERO4BiEAM-pzA"
"PHỞ THƯ| PHỞ NGON ĐỒNG ĐEN | PHỞ NGON TÂN BÌNH",,,"234 Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 822 346 066","Nhà hàng","https://www.google.com/maps/search/?api=1&query=PH%E1%BB%9E%20TH%C6%AF%7C%20PH%E1%BB%9E%20NGON%20%C4%90%E1%BB%92NG%20%C4%90EN%20%7C%20PH%E1%BB%9E%20NGON%20T%C3%82N%20B%C3%8CNH&query_place_id=ChIJ9zK9dwAvdTERJAM5AHtq4QY"
"Phở Nam",,,"N2 Đ. Trường Sơn","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 909 697 295","Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Nam&query_place_id=ChIJecLnvc8udTEREmnJjojsRBY"
"Phở Minh",,,"Chung Cư, lô L/004 Khu Bàu Cát 2 Đường Số 1","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Minh&query_place_id=ChIJ-5XwOAYvdTEREOMiz18Nbgo"
"Phở 39 Lê Văn Sỹ đường ray xe lửa",,,"115/110B Đ. Lê Văn Sỹ","Thành phố Hồ Chí Minh","Phú Nhuận, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%2039%20L%C3%AA%20V%C4%83n%20S%E1%BB%B9%20%C4%91%C6%B0%E1%BB%9Dng%20ray%20xe%20l%E1%BB%ADa&query_place_id=ChIJQ9iiDwAvdTEROeQ1Qp9jBLM"
"Bún - Phở Bắc Chị Đại",,,,"Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20-%20Ph%E1%BB%9F%20B%E1%BA%AFc%20Ch%E1%BB%8B%20%C4%90%E1%BA%A1i&query_place_id=ChIJXYfwKrYudTERUsUvDRp3W0g"
"Phở Hương",,,,"Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20H%C6%B0%C6%A1ng&query_place_id=ChIJUWDhsrYudTEREZIN3bwJSJY"
"Phở Bắc Hương",,,"373/199 Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%E1%BA%AFc%20H%C6%B0%C6%A1ng&query_place_id=ChIJsWNDAAAvdTER2Qm1yTa2rEg"
"Quán cơm tấm Cô 8 Lan","5","2","lô E chung cư, Lê Thị Riêng","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 848 191 268","Nhà hàng món cơm pilaf","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20c%C6%A1m%20t%E1%BA%A5m%20C%C3%B4%208%20Lan&query_place_id=ChIJO3LaTwnZdDERdeY4lp0sTvg"
"Cơm tấm Út Hân","3.7","3","41 Đ. Trường Sơn","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 707 171 011","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20%C3%9At%20H%C3%A2n&query_place_id=ChIJz0Ylt8QvdTERyMAKuRRvsUE"
"Cơm tấm trường tiểu học","5","2","25 Hẻm 2 Thiên Phước","Thành phố Hồ Chí Minh","Quận 11, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20tr%C6%B0%E1%BB%9Dng%20ti%E1%BB%83u%20h%E1%BB%8Dc&query_place_id=ChIJZ1EYSQAvdTER3FkHigvdiSo"
"Cơm Tấm Đêm - Bún Thịt Nướng 30k","4.1","14","128 Đ. Hồ Bá Kiện","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng gia đình","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20%C4%90%C3%AAm%20-%20B%C3%BAn%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%2030k&query_place_id=ChIJ7StpYgAvdTERLbV24FOxRN4"
"Cơm tấm, bún thịt nướng","4","1","635B Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%2C%20b%C3%BAn%20th%E1%BB%8Bt%20n%C6%B0%E1%BB%9Bng&query_place_id=ChIJU9m6IQAvdTER68EYZgrkp0g"
"Cơm Tấm Chị 2 - Đồng Đen","3.9","35","235 Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 901 705 400","Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Ch%E1%BB%8B%202%20-%20%C4%90%E1%BB%93ng%20%C4%90en&query_place_id=ChIJX9NORgAvdTERuPM9x5ojYGI"
"Cơm tấm cô linh","4.3","23","QMM3+FW7, Đ.Nghĩa Phát","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 367 895 856","Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20c%C3%B4%20linh&query_place_id=ChIJUfv0s8kudTER9ksy_aj-vQU"
"Cơm Tấm 390","2.8","66","392 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN","https://www.foody.vn/ho-chi-minh/com-tam-390",,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20390&query_place_id=ChIJV8L5bAEvdTERVMewRPFLxXg"
"Cơm Tấm Kim Dung","3.7","3","41-43 Đ. Trường Sơn","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Kim%20Dung&query_place_id=ChIJ8Rz6EwAvdTER0km7v5uk3ic"
"Cơm Tấm Bún Thịt Nướng Huyền","4.8","5","63/2 Đ. Nghĩa Hòa","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20B%C3%BAn%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20Huy%E1%BB%81n&query_place_id=ChIJaV9GQQAvdTERbmBSAOykSUQ"
"Cơm tấm cô hải","5","1","85 Đ. Tái Thiết","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20c%C3%B4%20h%E1%BA%A3i&query_place_id=ChIJz5wjW7ovdTER4CD24eQ0V1M"
"Cơm Tấm Hảo","3.6","11","270B Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20H%E1%BA%A3o&query_place_id=ChIJjYaP7AkvdTEReRd7X2ESjaY"
"Cơm tấm đên Shu Shu Quán","3","2","905 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20%C4%91%C3%AAn%20Shu%20Shu%20Qu%C3%A1n&query_place_id=ChIJcc9sJgAvdTERE2FtguB7bmo"
"Cơm Tấm Cô Hai","4","1","1 Đ. Đồng Nai","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%C3%A2%CC%81m%20C%C3%B4%20Hai&query_place_id=ChIJF_9vH8UudTERRZDZ5-ok_U8"
"Cơm Tấm Uyên","3.3","22",,"Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Uy%C3%AAn&query_place_id=ChIJtZQB4LgudTERCrWQn6WhVEM"
"Cơm tấm đêm ngã 3 Đất Thánh - Nghĩa Hòa","4","2","272 Đ. Bắc Hải","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20%C4%91%C3%AAm%20ng%C3%A3%203%20%C4%90%E1%BA%A5t%20Th%C3%A1nh%20-%20Ngh%C4%A9a%20H%C3%B2a&query_place_id=ChIJsQ8dUwAvdTERyvW2RNKfF7Q"
"Cơm tấm 430","3","1","430/13 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Quận 3, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20430&query_place_id=ChIJFVEFQH0vdTER15j_FCTdx-w"
"Cơm Tấm Ngon","4.1","7","373/152/16, Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 799 840 868","Nhà hàng cơm","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Ngon&query_place_id=ChIJqzZv8nkvdTERH38271yZkAo"
"Cơm tấm Bảo An","3.8","27","270B Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 934 469 185","Nhà hàng chuyên phục vụ bữa nửa buổi","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20B%E1%BA%A3o%20An&query_place_id=ChIJO6A6OEEvdTER8_urGHRkqLs"
"Cơm Tấm Út Ròm","2","1","155/01Lo A2, Tô Hiến Thành","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20%C3%9At%20R%C3%B2m&query_place_id=ChIJdXjPCD0vdTERVb4bfUBVWQI"
"Phở Nhựt Anh","1","1","QMG2+Q69, Hẻm 730 Lạc Long Quân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Nh%E1%BB%B1t%20Anh&query_place_id=ChIJJdce6LgudTERA4EG_T4NGvo"
"Phở phương nhung",,,"183 Đ. Lý Thường Kiệt","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 938 056 586","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20ph%C6%B0%C6%A1ng%20nhung&query_place_id=ChIJR29y1LsvdTERNSlkzRGndeY"
"Phở Bò Lẩu bò 981",,,"981 Lạc Long Quân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN","https://www.facebook.com/profile.php?id=100077280515357&mibextid=LQQJ4d","+84 984 088 423","Nhà hàng bán đồ ăn mang về","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20L%E1%BA%A9u%20b%C3%B2%20981&query_place_id=ChIJD0p9t4YvdTERFVGisX4q9NY"
"Phở Thấn Kiệt",,,"QJJX+8WQ, 958/87 Lạc Long Quân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Th%E1%BA%A5n%20Ki%E1%BB%87t&query_place_id=ChIJj4arK7gudTERPHt25TWHzpo"
"phở 07",,,,"Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=ph%E1%BB%9F%2007&query_place_id=ChIJ45iyXLoudTERIUBZN9ENMTY"
"Phở Bò Hồng Phúc",,,"165 Đồng Đen","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 28 3849 3541","Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20H%E1%BB%93ng%20Ph%C3%BAc&query_place_id=ChIJvc7t-bIudTERsV5O21hhgs4"
"Bún Phở Quy Nhơn Mười Thu",,,"601/24 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Ph%E1%BB%9F%20Quy%20Nh%C6%A1n%20M%C6%B0%E1%BB%9Di%20Thu&query_place_id=ChIJW_YPCgAvdTERglmNpRkPF70"
"Phở Bò Đức Anh",,,"981 Lạc Long Quân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,"+84 984 088 423","Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%C3%B2%20%C4%90%E1%BB%A9c%20Anh&query_place_id=ChIJ798vxxIvdTERK-38Mci6sc0"
"Phở - Bò kho - Bún Bò 629",,,"629/12 Cách Mạng Tháng Tám","Thành phố Hồ Chí Minh","Quận 10, Thành phố Hồ Chí Minh","VN",,"+84 908 868 773","Nhà hàng ăn nhanh","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20-%20B%C3%B2%20kho%20-%20B%C3%BAn%20B%C3%B2%20629&query_place_id=ChIJO4lz3hIvdTERIS8WwFJIpzw"
"PHỞ BÒ - BÚN BÒ - MỲ BÒ VIÊN",,,"49/8/4 Đ. Hồng Lạc","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Quán ăn nhỏ","https://www.google.com/maps/search/?api=1&query=PH%E1%BB%9E%20B%C3%92%20-%20B%C3%9AN%20B%C3%92%20-%20M%E1%BB%B2%20B%C3%92%20VI%C3%8AN&query_place_id=ChIJ3zBPVgAvdTERC3o69J7jTrc"
"Phở - Bò Kho Vy",,,"47A Hoàng Xuân Nhị","Thành phố Hồ Chí Minh","Tân Phú, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20-%20B%C3%B2%20Kho%20Vy&query_place_id=ChIJ_S4aZQAvdTERRCFKicN4DuQ"
"Phở Thời","4","1","138 Bành Văn Trân","Thành phố Hồ Chí Minh","Tân Bình, Thành phố Hồ Chí Minh","VN",,,"Nhà hàng phở","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Th%E1%BB%9Di&query_place_id=ChIJ7RuBa5MvdTERgJDcVsajLH8"
